acqf,trial,iteration,best_f,c_x,sum_c_x,cum_costs,eta
EI,1,18,-96.53685439140887,"{'0': 264.131958251946, '1': 68.31509656874545, '2': 89.10322013212377}",421.55027495281524,22214.66356925359,0.3972143184582181
EIPU,4,5,-2429.8233187471146,"{'0': 164.45113930442335, '1': 75.99876738577322, '2': 85.55260674006594}",326.0025134302625,6170.49202506502,0.7737809374999999
EI,2,19,-28.004852292820903,"{'0': 362.47646561998147, '1': 60.14363252245237, '2': 89.53794273908832}",512.1580408815222,10979.294197613315,0.37735360253530714
EI,4,15,-353.84956451790777,"{'0': 216.59812602295509, '1': 96.0907630061916, '2': 87.09673552193209}",399.7856245510788,11485.184512052398,0.46329123015975293
EEIPU,1,3,-239.0461322298945,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 89.84178267514137}",90.0417826781216,7787.14359565126,0.8573749999999999
EI,3,18,-15.18794013219685,"{'0': 159.26091884751813, '1': 95.95507316564712, '2': 89.44387063232962}",344.65986264549485,14139.635433664513,0.3972143184582181
EIPU,3,7,-8.520024590843883,"{'0': 190.17325174020192, '1': 87.55916564827064, '2': 87.15949020125817}",364.8919075897307,7802.186661735099,0.6983372960937497
EI,5,18,-34.534778427875096,"{'0': 318.3156927118795, '1': 82.9402822771653, '2': 70.47959268578458}",471.7355676748293,13070.643373964464,0.3972143184582181
EI,1,19,-96.53685439140887,"{'0': 1123.362092534809, '1': 71.30691708590626, '2': 81.59973728656783}",1276.2687469072832,23490.932316160874,0.37735360253530714
EI,2,20,-28.004852292820903,"{'0': 130.5072234533184, '1': 63.57847288897271, '2': 83.7290418490426}",277.81473819133373,11257.108935804648,0.35848592240854177
EIPU-MEMO,5,3,-99.94641492722327,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 86.58733677265033}",86.78733677563056,5091.584844410763,0.8573749999999999
EI,4,16,-353.84956451790777,"{'0': 233.23802671598025, '1': 90.01283548574492, '2': 87.82440483295781}",411.07526703468295,11896.25977908708,0.44012666865176525
EI,3,19,-15.18794013219685,"{'0': 126.1786396144515, '1': 89.17220035871787, '2': 88.27959481463463}",303.630434787804,14443.265868452316,0.37735360253530714
EEIPU,2,4,-40.49820262063052,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 88.81125162473325}",89.01125162771348,4395.650517877136,0.8145062499999999
EIPU,3,8,-8.520024590843883,"{'0': 200.5609216791823, '1': 92.872366360896, '2': 89.96710055694184}",383.40038859702014,8185.587050332119,0.6634204312890623
EI,1,20,-96.53685439140887,"{'0': 754.9730311010418, '1': 69.56911848799382, '2': 89.29596730219971}",913.8381168912354,24404.77043305211,0.35848592240854177
EIPU,5,8,-89.47692525509294,"{'0': 229.56389903760453, '1': 90.21367692962863, '2': 83.99965475923604}",403.77723072646916,7500.383975665733,0.6634204312890623
EI,5,19,-34.534778427875096,"{'0': 343.8337617260864, '1': 80.59585852686827, '2': 83.99639848793151}",508.42601874088615,13579.069392705349,0.37735360253530714
