acqf,trial,iteration,best_f,c_x,sum_c_x,cum_costs,eta
EIPU,4,5,-4.29530828357152,"{'0': 149.15746639139036, '1': 72.54720707417735, '2': 51.91329180173665}",273.6179652673044,4244.337153991224,0.7737809374999999
EIPU-MEMO,3,4,-1.812191661682328,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 59.72259774187414}",59.92259774485437,3551.098461435124,0.8145062499999999
EI,3,22,0.45313943628552633,"{'0': 179.9859172843988, '1': 70.18759724415182, '2': 63.04745371740153}",313.2209682459521,10080.40575494696,0.3235335449737089
EI,5,15,2.487362020831416,"{'0': 172.1276329551955, '1': 76.35421860858534, '2': 73.37815280873608}",321.8600043725169,7975.124483151745,0.46329123015975293
EEIPU,4,4,-1.1887992942044332,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 55.15890195598182}",55.35890195896205,3324.96874995709,0.8145062499999999
EI,4,19,2.6357839546128403,"{'0': 164.10969265531116, '1': 82.2038951738256, '2': 65.70096882746105}",312.01455665659785,8491.1073510123,0.37735360253530714
EEIPU,1,4,-2.032430298844303,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 58.74799332928877}",58.947993332269,3441.347135640492,0.8145062499999999
EEIPU,3,5,-2.42908872427011,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 59.98877880866514}",60.18877881164537,3599.059807985577,0.7737809374999999
EI,2,20,0.3996409405705945,"{'0': 174.74400328942124, '1': 45.98147218513135, '2': 63.96828635515473}",284.69376182970734,8889.863248513106,0.35848592240854177
EI,3,23,0.45313943628552633,"{'0': 179.9859011434118, '1': 82.9976584299348, '2': 61.287605774196486}",324.2711653475431,10404.676920294503,0.30735686772502346
EIPU,2,6,-2.0238098167411653,"{'0': 179.9279583818546, '1': 48.67103945641176, '2': 63.136661383736296}",291.73565922200265,4749.607692759874,0.7350918906249998
EI,1,17,2.3567856345854983,"{'0': 157.98093892443538, '1': 72.35995108350834, '2': 74.28917677889044}",304.63006678683416,7980.156007929647,0.41812033521917696
