acqf,trial,iteration,best_f,c_x,sum_c_x,cum_costs,eta
EI,4,22,-3.243207124122738,"{'0': 120.99543003270783, '1': 74.68243214630115, '2': 83.98124204611959}",279.65910422512854,9024.220207343484,0.3235335449737089
EEIPU,5,4,-2.389676074866742,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 59.85931453812843}",60.05931454110866,3347.332575914068,0.8145062499999999
EIPU,3,10,-0.694347111735146,"{'0': 134.66622870879303, '1': 71.35461199392762, '2': 67.98925181352328}",274.01009251624396,5845.043784527747,0.5987369392383786
EIPU,2,5,-2.918586197645333,"{'0': 129.60590653487182, '1': 46.13159966399899, '2': 63.13666138370239}",238.8741675825732,3953.24092680525,0.7737809374999999
EI,5,15,2.198907666147575,"{'0': 126.88036456098072, '1': 90.91838956783727, '2': 67.35078654204582}",285.1495406708638,7289.960692465516,0.46329123015975293
EI,1,17,2.106954625093653,"{'0': 128.58459760160883, '1': 67.75777857537221, '2': 69.77931074782538}",266.12168692480645,7771.682200622575,0.41812033521917696
EI,3,22,1.3673595717997404,"{'0': 134.86403249846444, '1': 85.58232455013709, '2': 71.82616537141273}",292.27252242001424,9098.288798717287,0.3235335449737089
EIPU,1,6,-0.640468330201434,"{'0': 127.12925987055368, '1': 65.92963774325426, '2': 69.13834675707164}",262.1972443708796,4825.347156012291,0.7350918906249998
EI,4,23,-3.243207124122738,"{'0': 120.43614608705994, '1': 69.80169240869904, '2': 83.98124204212174}",274.2190805378807,9298.439287881365,0.30735686772502346
EI,5,16,2.3282254411671923,"{'0': 131.66819552634047, '1': 86.5811805807589, '2': 72.37799229662585}",290.6273684037252,7580.588060869241,0.44012666865176525
EI,2,19,-0.5216623008138562,"{'0': 126.4814709034552, '1': 47.55105849275647, '2': 86.31023398171077}",260.34276337792244,7356.8273291744845,0.37735360253530714
EI,4,24,-3.243207124122738,"{'0': 122.1761248842881, '1': 71.66189785101368, '2': 83.98124204611969}",277.81926478142145,9576.258552662786,0.2919890243387723
EIPU-MEMO,4,4,-1.26304069376139,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 61.79908827234466}",61.999088275324894,3339.6770930849957,0.8145062499999999
EIPU,4,6,-6.2916776032638415,"{'0': 120.78927421826633, '1': 72.80841456223644, '2': 87.03182924447056}",280.6295180249733,4460.15206006302,0.7350918906249998
EI,3,23,1.3673595717997404,"{'0': 129.67633624365178, '1': 77.48282666106047, '2': 68.55617913713104}",275.7153420418433,9374.00414075913,0.30735686772502346
EIPU,3,11,-0.694347111735146,"{'0': 161.35963835555194, '1': 75.48686882836648, '2': 63.696469745535595}",300.542976929454,6145.586761457202,0.5688000922764596
EI,2,20,-0.5216623008138562,"{'0': 123.83799337313432, '1': 37.948722384197225, '2': 65.53059509529584}",227.31731085262737,7584.144640027112,0.35848592240854177
